ifInOctets11_diff,ifOutOctets11_diff,ifInUcastPkts11_diff,ifOutUcastPkts11_diff,tcpOutRsts_diff,tcpInSegs_diff,tcpOutSegs_diff,tcpPassiveOpens_diff,tcpRetransSegs_diff,tcpCurrEstab_diff,tcpActiveOpens_diff,udpInDatagrams_diff,udpOutDatagrams_diff,udpNoPorts_diff,ipInReceives_diff,ipInDelivers_diff,ipOutRequests_diff,icmpInMsgs_diff,icmpOutMsgs_diff,icmpOutDestUnreachs_diff,icmpInEchos_diff,icmpOutEchoReps_diff,class
22186,18153,62,49,2,26,25,0,1,-1,0,83,76,0,114,114,106,0,0,0,0,0,normal
16144,17198,75,69,0,44,44,0,0,0,1,63,64,0,106,106,102,0,0,0,0,0,normal
4702,7131,34,35,0,33,32,0,1,0,0,45,49,0,75,75,77,0,0,0,0,0,normal
4134,1976,27,17,8,34,34,0,0,-1,8,108,49,0,93,93,78,0,0,0,0,0,normal
10003,3843,78,44,0,12,13,0,0,0,0,84,64,0,81,81,76,0,0,0,0,0,normal
19254,18361,36,28,4,28,27,0,0,0,4,80,58,0,134,134,121,0,0,0,0,0,normal
14901,18299,67,64,0,66,64,0,2,3,3,76,72,0,94,94,95,0,0,0,0,0,normal
19203,24105,56,55,0,18,17,0,0,0,0,67,68,0,89,89,87,0,0,0,0,0,normal
7044,10992,59,45,0,32,31,0,1,0,0,58,57,0,92,92,87,0,0,0,0,0,normal
10271,12801,48,44,0,54,63,0,0,1,1,65,58,0,201,201,192,0,0,0,0,0,normal
844768,95406,935,562,0,620,580,0,0,0,0,47,47,0,743,743,692,0,0,0,0,0,normal
1348761,69691,1148,497,4,748,735,0,1,2,6,103,97,0,959,959,940,0,0,0,0,0,normal
2161110,152018,1777,725,4,340,341,0,0,0,5,102,134,0,171,171,205,0,0,0,0,0,normal
19282,31961,88,78,4,31,32,0,0,0,4,87,72,0,100,100,93,0,0,0,0,0,normal
35403,15887,74,57,0,24,26,0,4,0,0,91,79,0,104,104,97,0,0,0,0,0,normal
5519,21709,121,75,0,29,27,0,1,0,1,85,81,0,116,116,107,0,0,0,0,0,normal
18518,4923,34,20,0,33,38,0,0,0,0,90,85,0,125,125,116,0,0,0,0,0,normal
23487,48570,96,85,0,21,21,0,0,0,0,56,57,0,73,73,72,0,0,0,0,0,normal
13328,33187,54,66,0,85,100,3,1,6,4,88,63,0,109,109,109,0,0,0,0,0,normal
11967,3486,54,27,6,60,63,0,0,-7,4,97,44,0,95,95,88,0,0,0,0,0,normal
12917,8731,125,42,12,59,54,0,0,0,12,51,46,0,82,82,74,0,0,0,0,0,normal
3508,1001,34,10,4,25,26,0,0,0,4,74,73,0,97,97,95,0,0,0,0,0,normal
25450,66093,139,106,0,63,62,0,2,1,1,66,63,0,132,132,112,0,0,0,0,0,normal
26261,21848,88,68,0,32,34,0,1,0,1,150,89,0,132,132,127,0,0,0,0,0,normal
14672,12755,62,74,0,28,28,0,1,0,0,88,83,0,118,118,119,0,0,0,0,0,normal
25539,32461,96,56,0,21,21,0,0,0,0,101,85,0,104,104,101,0,0,0,0,0,normal
20239,27734,103,87,0,47,48,0,1,1,1,63,58,0,102,102,95,0,0,0,0,0,normal
8935,16862,43,39,0,34,34,0,2,0,0,67,69,0,108,108,112,0,0,0,0,0,normal
8915,9046,55,45,8,45,44,0,1,0,8,56,49,0,79,79,82,0,0,0,0,0,normal
7247,8523,29,39,4,41,46,0,5,-4,4,82,79,0,121,121,118,0,0,0,0,0,normal
20368,24614,71,62,0,18,18,0,1,0,0,52,44,0,66,66,63,0,0,0,0,0,normal
3646,4479,27,23,0,23,25,0,0,0,0,46,46,0,69,69,68,0,0,0,0,0,normal
9997,11228,53,36,0,32,29,0,0,0,0,82,82,0,123,123,116,0,0,0,0,0,normal
8368,12819,70,57,0,35,37,0,0,0,1,51,46,0,79,79,76,0,0,0,0,0,normal
17815,13849,59,44,0,23,24,0,0,-1,0,94,56,0,89,89,76,0,0,0,0,0,normal
8000,3772,46,31,0,44,44,0,0,0,0,66,53,0,102,102,93,0,0,0,0,0,normal
8574,9706,65,42,8,52,45,0,1,0,8,72,44,0,96,96,83,0,0,0,0,0,normal
5543,5059,46,28,0,10,11,0,0,0,0,85,65,0,75,75,72,0,0,0,0,0,normal
10043,7172,54,79,4,41,45,0,2,0,4,92,69,0,115,115,110,0,0,0,0,0,normal
21471,32377,77,25,0,17,16,0,1,-1,0,112,59,0,102,102,82,0,0,0,0,0,normal
16072,5579,79,30,0,26,26,0,1,0,0,158,70,0,103,103,96,0,0,0,0,0,normal
15433,15993,59,50,0,25,25,0,0,0,0,85,75,0,90,90,93,0,0,0,0,0,normal
26203,26269,99,92,0,29,43,0,0,0,3,86,66,0,106,106,113,0,0,0,0,0,normal
14794,12713,50,47,0,34,37,0,0,0,0,58,58,0,92,92,87,0,0,0,0,0,normal
3066,1081,22,11,0,16,16,0,0,0,0,54,50,0,90,90,88,0,0,0,0,0,normal
16528,18058,75,61,8,66,66,0,0,0,9,49,44,0,86,86,77,0,0,0,0,0,normal
3495,8142,24,21,4,31,31,0,0,0,4,56,56,0,87,87,82,0,0,0,0,0,normal
31998,44841,123,123,0,78,85,0,0,1,2,73,70,0,144,144,143,0,0,0,0,0,normal
5497,5164,39,30,0,37,37,0,0,0,0,66,46,0,82,82,78,0,0,0,0,0,normal
9994,11138,48,36,0,58,58,0,0,1,1,78,72,0,149,149,140,0,0,0,0,0,normal
19050,25384,121,113,0,23,24,0,0,0,0,91,89,0,100,100,100,0,0,0,0,0,normal
19304,14605,48,44,0,24,24,0,0,0,0,69,73,0,95,95,97,0,0,0,0,0,normal
11209,15843,31,36,0,15,14,0,0,0,0,63,76,0,78,78,86,0,0,0,0,0,normal
11082,12457,36,38,8,38,37,0,0,0,8,67,63,0,97,97,92,0,0,0,0,0,normal
8063,12508,47,44,0,14,14,0,0,0,0,50,55,0,69,69,71,0,0,0,0,0,normal
5088,7366,32,37,4,39,43,0,1,0,5,61,55,0,99,99,95,0,0,0,0,0,normal
24852,19785,87,72,0,35,37,0,1,0,1,69,72,0,102,102,112,0,0,0,0,0,normal
40716,32948,93,88,0,45,47,0,2,0,2,86,80,0,139,139,135,0,0,0,0,0,normal
21878,25342,79,75,0,52,53,0,0,0,1,119,110,0,164,164,147,0,0,0,0,0,normal
50125,62441,120,107,0,21,28,0,1,0,0,86,80,0,103,103,106,0,0,0,0,0,normal
11036,14323,47,54,0,35,44,0,0,0,1,68,71,0,101,101,108,0,0,0,0,0,normal
12322,17514,55,52,8,42,40,0,0,0,8,61,61,0,96,96,95,0,0,0,0,0,normal
12634,16217,51,50,0,37,47,0,2,0,2,110,50,0,101,101,91,0,0,0,0,0,normal
16037,17888,81,46,0,21,24,0,2,0,1,70,52,0,85,85,81,0,0,0,0,0,normal
7230,10063,48,29,4,38,50,0,0,0,5,53,52,0,107,107,111,0,0,0,0,0,normal
16159,47885,138,112,0,61,70,0,0,0,1,137,85,0,133,133,123,0,0,0,0,0,normal
31163,23926,42,51,0,32,34,0,1,-1,0,115,113,0,161,161,165,0,0,0,0,0,normal
34864,37086,109,103,0,31,33,0,1,1,1,44,52,0,58,58,60,0,0,0,0,0,normal
3925,10313,25,43,0,17,18,0,2,0,0,59,73,0,78,78,93,0,0,0,0,0,normal
17462,15374,76,67,0,38,36,0,2,0,1,130,73,0,136,136,126,0,0,0,0,0,normal
25629,22740,91,64,1,189,195,7,0,12,8,59,49,0,140,140,135,0,0,0,0,0,normal
5157,5006,28,23,28,118,121,0,0,-13,24,56,50,0,124,124,123,0,0,0,0,0,normal
7439,2931,40,31,16,51,50,0,0,0,16,125,51,0,101,101,84,0,0,0,0,0,normal
14138,17011,69,41,8,48,53,0,1,-1,8,111,83,0,125,125,121,0,0,0,0,0,normal
22477,67272,111,104,0,71,72,1,0,3,2,102,103,0,167,167,147,0,0,0,0,0,normal
23876,28136,82,69,16,98,98,2,1,-2,16,62,55,0,94,94,93,0,0,0,0,0,normal
37188,43508,88,81,8,44,45,0,1,0,8,79,83,0,116,116,119,0,0,0,0,0,normal
17186,8439,52,44,4,51,53,0,0,0,5,51,53,0,95,95,103,0,0,0,0,0,normal
15726,15151,44,119,0,71,80,0,0,1,1,71,76,0,161,161,142,0,0,0,0,0,normal
49733,100864,198,113,8,111,118,0,2,1,11,128,62,0,161,161,149,0,0,0,0,0,normal
15348,6747,50,39,0,25,28,0,1,0,0,67,55,0,86,86,80,0,0,0,0,0,normal
4710,8026,40,26,0,22,24,0,0,0,0,44,44,0,68,68,66,0,0,0,0,0,normal
96450,44302,141,111,0,268,180,0,0,0,0,58,62,0,491,491,395,0,0,0,0,0,normal
795097,88673,1384,727,4,657,639,0,0,0,4,100,96,0,727,727,687,0,0,0,0,0,normal
2158782,43550,1292,438,0,436,407,0,1,0,0,50,54,0,358,358,346,0,0,0,0,0,normal
8734,21785,74,80,0,26,28,0,1,0,1,82,85,0,106,106,113,0,0,0,0,0,normal
25167,31150,85,84,0,122,130,3,1,6,3,69,68,0,138,138,134,0,0,0,0,0,normal
43578,43873,127,115,0,162,170,3,0,6,3,60,52,0,358,358,339,0,0,0,0,0,normal
753072,55742,1300,658,0,723,707,0,0,1,2,124,62,0,759,759,736,0,0,0,0,0,normal
2170245,80192,1361,496,0,578,586,0,0,0,0,106,69,0,507,507,473,0,0,0,0,0,normal
123718,77995,229,160,0,119,118,0,0,1,1,101,70,0,162,162,156,0,0,0,0,0,normal
12526,23065,61,58,21,393,399,8,0,2,25,79,71,0,207,207,209,0,0,0,0,0,normal
14357,10491,71,53,0,73,74,0,0,0,0,54,53,0,109,109,107,0,0,0,0,0,normal
40672,46002,77,65,0,55,56,0,0,0,0,95,92,0,134,134,133,0,0,0,0,0,normal
6592,2216,57,45,0,78,79,0,0,-1,0,61,58,0,114,114,110,0,0,0,0,0,normal
21627,57330,70,64,0,106,112,0,0,0,0,50,45,0,131,131,112,0,0,0,0,0,normal
10291,6099,61,32,0,64,64,0,0,0,0,121,60,0,118,118,103,0,0,0,0,0,normal
3457,6362,58,39,0,86,84,0,1,0,1,44,44,0,115,115,115,0,0,0,0,0,normal
9896,9761,46,38,0,95,97,0,0,0,1,67,71,0,134,134,131,0,0,0,0,0,normal
27952,43939,110,105,0,107,111,0,0,0,0,95,88,0,172,172,157,0,0,0,0,0,normal
19874,22677,74,64,0,60,61,0,1,0,0,48,49,0,105,105,106,0,0,0,0,0,normal
6971,7903,50,46,0,92,90,0,0,-1,0,53,56,0,125,125,121,0,0,0,0,0,normal
8822,7690,51,41,0,73,72,0,1,0,0,61,58,0,101,101,101,0,0,0,0,0,normal
16081,23746,72,64,0,74,76,0,1,0,1,73,72,0,128,128,126,0,0,0,0,0,normal
7134,19033,52,47,0,157,156,0,0,0,0,121,48,0,341,341,302,0,0,0,0,0,normal
873008,82219,983,612,0,651,647,0,0,0,0,117,57,0,652,652,631,0,0,0,0,0,normal
1199526,47371,1043,433,0,672,628,0,0,0,0,116,60,0,694,694,638,0,0,0,0,0,normal
1146453,101783,983,396,0,157,160,0,0,-4,0,123,117,0,183,183,180,0,0,0,0,0,normal
14400,12046,45,39,0,55,57,0,0,0,0,69,65,0,97,97,96,0,0,0,0,0,normal
3601,3634,29,29,0,75,78,0,0,-1,0,83,81,0,162,162,159,0,0,0,0,0,normal
27093,23930,112,93,0,95,96,0,0,1,1,48,45,0,94,94,91,0,0,0,0,0,normal
7368,9231,33,33,0,60,59,0,1,0,0,66,72,0,115,115,119,0,0,0,0,0,normal
11683,14401,38,36,0,65,67,0,0,-2,0,95,51,0,99,99,86,0,0,0,0,0,normal
11698,9276,68,34,0,63,62,0,1,-1,0,81,51,0,118,118,110,0,0,0,0,0,normal
333269,55936,368,281,0,542,513,0,2,0,0,69,61,0,690,690,642,0,0,0,0,0,normal
1726405,70403,1623,722,0,727,712,0,0,0,0,114,73,0,794,794,773,0,0,0,0,0,normal
928815,70332,795,360,0,238,238,0,1,0,0,62,63,0,167,167,170,0,0,0,0,0,normal
12574,28717,55,68,21,340,351,9,2,2,26,46,50,0,220,220,221,0,0,0,0,0,normal
14728,13738,68,64,0,76,77,0,1,0,0,77,73,0,122,122,118,0,0,0,0,0,normal
14131,14001,57,40,0,63,63,0,0,0,0,92,49,0,104,104,91,0,0,0,0,0,normal
115564,41080,178,144,0,373,353,0,0,0,1,137,71,0,550,550,500,0,0,0,0,0,normal
1248642,116700,1274,721,0,662,647,0,0,1,1,66,50,0,722,722,668,0,0,0,0,0,normal
1818909,52995,1497,539,0,664,624,0,0,0,0,79,69,0,575,575,545,0,0,0,0,0,normal
257900,41121,289,182,20,260,259,7,0,3,25,108,78,0,234,234,221,0,0,0,0,0,normal
27791,25653,112,87,21,162,162,1,0,-14,17,59,53,0,125,125,120,0,0,0,0,0,normal
8895,10061,35,34,16,59,59,0,2,0,16,51,51,0,100,100,99,0,0,0,0,0,normal
11473,9040,54,44,8,42,49,0,1,0,8,83,77,0,118,118,119,0,0,0,0,0,normal
13394,25583,53,60,18,308,318,4,1,0,21,63,65,0,141,141,129,0,0,0,0,0,normal
44366,82977,106,112,28,89,89,0,0,0,28,93,93,0,148,148,145,0,0,0,0,0,normal
25800,25666,113,88,8,73,79,0,1,2,10,119,51,0,131,131,116,0,0,0,0,0,normal
5134,5139,40,28,4,37,34,0,0,0,4,49,48,0,80,80,76,0,0,0,0,0,normal
10282,8127,35,31,0,32,39,0,1,1,2,50,50,0,108,108,103,0,0,0,0,0,normal
9832,15276,64,59,4,46,41,0,1,-1,4,45,51,0,69,69,74,0,0,0,0,0,normal
1561,3977,14,15,8,27,29,0,0,0,8,45,57,0,58,58,70,0,0,0,0,0,normal
3763,3702,23,29,0,29,33,0,0,1,1,57,59,0,100,100,104,0,0,0,0,0,normal
47673,50615,139,124,0,29,31,0,0,-1,1,151,122,0,151,151,148,0,0,0,0,0,normal
15280,20957,56,56,0,74,84,2,1,5,5,44,44,0,140,140,132,0,0,0,0,0,normal
84367,15223,143,95,13,378,370,3,4,-5,11,120,59,0,115,115,109,0,0,0,0,0,normal
4600,2281,63,58,12,47,48,0,1,1,14,70,70,0,109,109,107,0,0,0,0,0,normal
40058,35228,71,62,0,19,22,0,0,-1,0,111,105,0,135,135,128,0,0,0,0,0,normal
33556,47628,110,111,4,42,63,0,1,0,4,97,96,0,156,156,147,0,0,0,0,0,normal
14936,53698,82,100,4,86,88,0,1,1,5,50,45,0,109,109,105,0,0,0,0,0,normal
16883,9492,70,46,4,48,49,0,0,0,5,47,49,0,106,106,104,0,0,0,0,0,normal
10957,16291,56,51,0,30,31,0,0,0,0,96,95,0,107,107,108,0,0,0,0,0,normal
16141,24705,81,82,0,143,143,2,0,4,2,46,52,0,92,92,95,0,0,0,0,0,normal
2344,4050,15,17,0,49,55,0,0,0,1,108,54,0,98,98,93,0,0,0,0,0,normal
32577,27089,112,87,0,179,174,3,1,2,6,163,162,0,688,688,636,0,0,0,0,0,normal
440212,255419,607,557,0,478,522,7,1,5,12,883,261,0,1018,1018,364,0,0,0,0,0,normal
4340379,340878,3597,2594,9,2514,2508,0,3,6,14,420,308,0,2826,2826,2783,0,0,0,0,0,slowloris
535535,74128,476,425,0,52,54,0,6,0,1,65,65,0,161,161,164,0,0,0,0,0,normal
2103,6179,19,19,0,143,142,3,1,5,3,48,54,0,98,98,103,0,0,0,0,0,normal
28744,26323,102,100,0,148,151,0,1,1,2,110,108,0,229,229,207,0,0,0,0,0,normal
39197,69252,156,156,1,104,103,0,0,-3,1,73,75,0,151,151,152,0,0,0,0,0,normal
3762,5671,31,29,0,57,60,0,0,0,0,60,45,0,86,86,81,0,0,0,0,0,normal
10299,5034,53,23,0,68,71,0,0,0,0,111,51,0,117,117,106,0,0,0,0,0,normal
6479,7236,35,36,0,66,67,0,2,-1,0,67,68,0,115,115,115,0,0,0,0,0,normal
10665,24587,64,58,0,66,67,0,1,0,0,94,64,0,123,123,117,0,0,0,0,0,normal
11984,9312,50,31,0,69,69,0,0,0,0,49,45,0,85,85,82,0,0,0,0,0,normal
3312,4257,21,18,0,81,79,0,1,1,1,50,49,0,114,114,109,0,0,0,0,0,normal
41681,27128,117,108,0,109,112,0,0,0,0,79,79,0,172,172,175,0,0,0,0,0,normal
17067,23500,65,71,0,71,74,0,1,0,0,86,89,0,139,139,143,0,0,0,0,0,normal
12106,10040,40,38,0,105,110,0,0,1,1,49,51,0,134,134,125,0,0,0,0,0,normal
24897,72258,106,106,0,102,110,0,1,0,1,130,68,0,171,171,162,0,0,0,0,0,normal
26730,29142,106,116,18,434,444,8,1,1,25,52,50,0,255,255,257,0,0,0,0,0,normal
14690,12416,64,28,0,102,101,0,1,-1,0,46,59,0,97,97,100,0,0,0,0,0,normal
20078,27429,56,59,0,106,107,0,0,-2,1,98,82,0,141,141,140,0,0,0,0,0,normal
13641,16099,77,64,48,166,168,0,0,-16,44,55,53,0,152,152,153,0,0,0,0,0,normal
5450,7330,38,40,16,83,90,0,1,-2,16,61,63,0,117,117,107,0,0,0,0,0,normal
8619,43477,59,58,12,46,47,0,1,0,12,92,72,0,120,120,115,0,0,0,0,0,normal
27479,36772,93,97,0,51,58,0,1,2,2,66,63,0,106,106,107,0,0,0,0,0,normal
15206,17195,54,52,12,50,51,0,0,0,12,69,52,0,120,120,112,0,0,0,0,0,normal
14631,9425,68,55,0,42,45,0,1,1,1,165,52,0,95,95,75,0,0,0,0,0,normal
12185,9499,72,20,0,20,19,0,0,0,0,73,63,0,83,83,77,0,0,0,0,0,normal
20590,22775,56,50,1,34,34,0,0,-1,0,129,122,0,159,159,154,0,0,0,0,0,normal
29698,40835,134,126,8,61,64,0,1,-1,8,52,47,0,228,228,210,0,0,0,0,0,normal
602576,72132,653,387,4,651,601,0,0,1,5,70,45,0,704,704,656,0,0,0,0,0,normal
2126776,80496,1831,759,0,687,626,0,0,0,0,78,79,0,886,886,820,0,0,0,0,0,normal
1183788,58498,986,462,0,347,346,0,2,0,0,90,86,0,188,188,187,0,0,0,0,0,normal
16800,16213,62,54,1,18,21,0,0,-1,0,53,51,0,68,68,68,0,0,0,0,0,normal
14248,9807,82,46,0,29,29,0,0,0,0,185,62,0,131,131,108,0,0,0,0,0,normal
28942,26930,122,73,0,180,185,3,5,6,6,193,61,0,170,170,141,0,0,0,0,0,normal
45449,36211,134,104,18,136,147,0,1,-6,18,80,68,0,159,159,140,0,0,0,0,0,normal
24190,47975,99,104,12,71,72,0,0,0,12,69,72,0,129,129,131,0,0,0,0,0,normal
9213,8307,49,72,8,60,61,0,1,0,8,47,50,0,103,103,106,0,0,0,0,0,normal
46497,89423,110,93,0,48,61,0,0,0,0,85,83,0,127,127,117,0,0,0,0,0,normal
4181,4307,24,21,4,29,29,0,1,-1,4,72,70,0,116,116,114,0,0,0,0,0,normal
19512,14884,78,69,0,48,51,0,0,1,1,63,66,0,95,95,97,0,0,0,0,0,normal
20066,20429,83,73,0,34,34,0,0,-1,0,113,49,0,96,96,79,0,0,0,0,0,normal
10117,6084,54,33,0,27,29,0,1,1,1,59,56,0,91,91,94,0,0,0,0,0,normal
9340,8996,48,40,4,53,44,0,2,0,4,65,70,0,107,107,103,0,0,0,0,0,normal
18398,23850,77,76,0,38,48,0,1,0,0,91,55,0,124,124,119,0,0,0,0,0,normal
333575,64984,358,218,8,425,338,0,1,0,8,91,66,0,591,591,483,0,0,0,0,0,normal
1545655,66405,1494,676,4,619,591,0,1,-2,4,50,49,0,656,656,619,0,0,0,0,0,normal
946860,33289,772,273,0,245,232,0,1,0,0,49,46,0,190,190,181,0,0,0,0,0,normal
19472,18657,68,59,0,33,38,0,1,-1,0,74,71,0,101,101,99,0,0,0,0,0,normal
18176,23895,58,61,0,23,24,0,0,-1,0,65,68,0,88,88,88,0,0,0,0,0,normal
126668,47602,181,149,1,323,316,0,0,-2,0,131,66,0,513,513,478,0,0,0,0,0,normal
1282968,80313,1272,719,0,603,583,0,0,2,2,94,49,0,682,682,649,0,0,0,0,0,normal
1714560,53640,1463,540,4,721,689,0,0,0,4,127,76,0,694,694,646,0,0,0,0,0,normal
687343,58963,620,302,8,65,66,0,2,0,8,88,63,0,108,108,103,0,0,0,0,0,normal
5476,14698,38,39,4,48,50,0,0,0,4,50,55,0,100,100,106,0,0,0,0,0,normal
3686,8288,27,49,0,61,63,2,2,4,2,49,53,0,67,67,71,0,0,0,0,0,normal
22883,44111,76,67,0,59,68,0,0,0,1,82,85,0,149,149,146,0,0,0,0,0,normal
531298,88595,675,457,12,526,534,1,0,-5,13,85,84,0,678,678,668,0,0,0,0,0,normal
1158684,53720,1045,491,0,599,581,0,0,0,0,124,52,0,694,694,648,0,0,0,0,0,normal
2781991,124707,2285,870,0,712,691,0,0,1,1,49,49,0,623,623,589,0,0,0,0,0,normal
17845,42325,79,85,0,72,89,1,1,2,2,75,71,0,163,163,164,0,0,0,0,0,normal
20751,20466,77,68,26,191,197,5,1,-1,29,67,69,0,166,166,171,0,0,0,0,0,normal
24712,24990,77,79,8,59,63,0,1,-1,8,68,58,0,94,94,93,0,0,0,0,0,normal
28040,29882,109,101,4,82,81,0,0,2,6,61,55,0,142,142,132,0,0,0,0,0,normal
2362,3850,15,16,0,66,75,0,1,0,0,81,81,0,228,228,177,0,0,0,0,0,normal
900908,123495,955,545,4,561,517,0,0,0,4,45,45,0,674,674,653,0,0,0,0,0,normal
1399904,66933,1220,545,0,743,729,0,0,2,2,175,64,0,929,929,886,0,0,0,0,0,normal
2375586,87227,1979,807,0,544,534,0,2,0,0,118,60,0,390,390,350,0,0,0,0,0,normal
3436,13747,21,115,4,123,128,3,1,2,7,72,78,0,152,152,156,0,0,0,0,0,normal
41388,43402,141,55,20,82,88,0,1,0,22,52,58,0,138,138,144,0,0,0,0,0,normal
38322,42243,109,128,4,85,89,0,3,1,7,102,98,0,149,149,152,0,0,0,0,0,normal
15959,19957,73,44,0,46,47,0,1,-1,0,47,44,0,126,126,119,0,0,0,0,0,normal
350664,89920,436,318,4,515,519,0,0,1,5,76,74,0,724,724,697,0,0,0,0,0,normal
1954371,95865,1768,838,0,750,726,0,0,2,2,62,51,0,868,868,840,0,0,0,0,0,normal
1597195,58878,1298,547,0,445,432,0,0,0,0,148,69,0,319,319,283,0,0,0,0,0,normal
31588,57315,161,156,0,150,155,3,4,8,8,77,76,0,158,158,161,0,0,0,0,0,normal
27757,19292,72,69,0,133,135,3,0,5,3,130,135,0,263,263,264,0,0,0,0,0,normal
49787,105441,169,182,24,277,291,1,0,-14,21,58,48,0,158,158,153,0,0,0,0,0,normal
14445,14523,48,48,28,96,104,0,0,0,29,73,71,0,139,139,141,0,0,0,0,0,normal
16766,53122,102,93,12,81,82,0,0,0,12,60,61,0,114,114,96,0,0,0,0,0,normal
5809,8797,32,29,12,44,43,0,0,-1,12,46,46,0,85,85,85,0,0,0,0,0,normal
12563,14866,52,105,0,64,70,0,1,1,1,77,77,0,217,217,213,0,0,0,0,0,normal
784038,77047,747,357,8,443,430,0,1,0,9,150,84,0,474,474,439,0,0,0,0,0,normal
229745,26603,272,144,4,51,53,0,0,0,4,52,49,0,86,86,83,0,0,0,0,0,normal
7364,14149,30,36,0,32,35,0,1,0,0,57,56,0,88,88,90,0,0,0,0,0,normal
18436,17372,91,65,0,82,85,2,3,2,3,108,51,0,119,119,117,0,0,0,0,0,normal
13189,28998,89,85,0,74,80,0,0,-1,1,67,69,0,131,131,130,0,0,0,0,0,normal
49397,47481,74,72,42,185,187,4,1,-4,42,93,96,0,181,181,186,0,0,0,0,0,normal
11406,44664,69,84,8,67,81,0,0,-3,8,78,80,0,143,143,140,0,0,0,0,0,normal
31756,68653,118,124,8,100,104,0,3,0,10,76,75,0,169,169,157,0,0,0,0,0,normal
64593,55990,136,126,0,131,153,0,0,0,1,147,78,0,581,581,521,0,0,0,0,0,normal
1654123,107939,1518,762,8,594,589,0,1,-2,8,1727,456,0,1976,1976,754,0,0,0,0,0,normal
1901370,112903,1736,396,0,53,61,0,0,-1,1,266,83,0,224,224,108,0,0,0,0,0,normal
14222,19012,64,45,0,31,33,0,0,0,0,71,55,0,90,90,91,0,0,0,0,0,normal
4139,5770,25,26,4,39,40,0,0,0,4,63,62,0,104,104,103,0,0,0,0,0,normal
22110,19956,94,85,12,69,66,0,0,0,12,54,55,0,102,102,98,0,0,0,0,0,normal
2910,4927,21,25,0,41,39,0,0,0,1,82,88,0,143,143,135,0,0,0,0,0,normal
24890,27853,124,106,0,43,38,0,0,1,1,59,56,0,90,90,86,0,0,0,0,0,normal
19348,15219,64,32,0,31,31,0,0,0,0,132,64,0,104,104,89,0,0,0,0,0,normal
14672,12550,64,62,0,53,54,0,0,0,0,51,50,0,105,105,103,0,0,0,0,0,normal
9331,9736,41,51,0,27,29,0,1,0,0,51,48,0,78,78,76,0,0,0,0,0,normal
34392,40406,91,67,0,163,160,0,0,0,0,44,44,0,336,336,316,0,0,0,0,0,normal
933104,43644,855,460,0,592,562,0,0,0,0,49,53,0,678,678,648,0,0,0,0,0,normal
1502249,62153,1271,483,16,312,308,0,1,0,17,57,52,0,192,192,185,0,0,0,0,0,normal
10801,11166,40,34,0,34,35,0,1,-1,0,68,59,0,89,89,85,0,0,0,0,0,normal
23673,30770,89,85,0,16,16,0,0,0,0,97,96,0,114,114,111,0,0,0,0,0,normal
26160,29168,119,115,0,102,97,0,1,4,4,112,64,0,175,175,160,0,0,0,0,0,normal
10295,9174,54,28,0,15,16,0,0,0,0,75,66,0,86,86,81,0,0,0,0,0,normal
9272,6008,60,49,0,26,25,0,0,-1,0,84,82,0,111,111,106,0,0,0,0,0,normal
23078,23130,54,41,0,28,28,0,0,0,0,62,48,0,89,89,81,0,0,0,0,0,normal
8669,7005,56,47,0,54,53,0,0,0,0,50,45,0,96,96,94,0,0,0,0,0,normal
5157,3009,34,58,0,18,19,0,0,0,0,63,69,0,90,90,92,0,0,0,0,0,normal
17626,22732,61,30,16,54,54,0,0,0,16,61,51,0,87,87,83,0,0,0,0,0,normal
6637,9373,43,34,0,25,25,0,0,-1,0,73,69,0,104,104,100,0,0,0,0,0,normal
14077,14058,54,47,0,44,45,0,0,0,1,91,74,0,114,114,107,0,0,0,0,0,normal
22553,15345,101,67,0,24,25,0,1,0,0,111,49,0,91,91,80,0,0,0,0,0,normal
118086,45350,179,147,0,292,260,0,1,1,2,64,69,0,474,474,431,0,0,0,0,0,normal
875198,113760,1392,734,0,593,589,0,0,0,0,90,86,0,627,627,606,0,0,0,0,0,normal
945798,23164,318,130,0,92,92,0,1,0,0,46,46,0,78,78,73,0,0,0,0,0,normal
5495,4288,27,24,0,25,25,0,0,0,0,60,57,0,75,75,77,0,0,0,0,0,normal
15107,13165,59,46,12,46,46,0,0,0,12,59,55,0,97,97,94,0,0,0,0,0,normal
3623,4802,24,21,4,31,32,0,0,0,4,44,44,0,66,66,64,0,0,0,0,0,normal
5040,6232,27,87,0,24,30,0,0,1,1,105,108,0,154,154,164,0,0,0,0,0,normal
37855,42847,145,76,0,55,61,0,0,-1,1,107,51,0,95,95,80,0,0,0,0,0,normal
6389,3054,33,8,0,7,7,0,0,0,0,55,50,0,69,69,66,0,0,0,0,0,normal
34942,33940,127,116,0,57,58,0,0,0,1,121,120,0,174,174,167,0,0,0,0,0,normal
12453,17272,53,47,0,19,19,0,1,0,0,50,47,0,70,70,68,0,0,0,0,0,normal
4381,2461,31,25,0,34,36,0,0,0,0,90,45,0,88,88,79,0,0,0,0,0,normal
13160,10586,96,61,0,49,49,0,0,0,0,68,48,0,104,104,97,0,0,0,0,0,normal
15898,12428,50,38,16,60,60,0,0,0,16,61,57,0,103,103,101,0,0,0,0,0,normal
3747,5062,25,24,0,30,31,0,1,-3,0,52,57,0,100,100,98,0,0,0,0,0,normal
